incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20201005ARKIH,,,,,Fled/Escaped,No,,,,,
20201009FLJEJ,18.0,Male,,Student,Apprehended/Killed by SRO,No,,,,,
20201012TXNOD,,Male,,No Relation,Apprehended/Killed by SRO,No,,,,,
20161216FLSAJ,17.0,Male,Black,Student,Apprehended/Killed by LE,No,,felony charge of shooting deadly missiles into an occupied vehicle,,Yes,
20190327FLMAJ,,,,,Fled/Escaped,No,,,,,
20190927CADER,17.0,Male,,Student,Fled/Apprehended,No,,,,,
20190927CADER,,Male,,Student,Fled/Apprehended,No,,,,,
20201013RIRHP,,,,No Relation,Fled/Escaped,No,,,,,
20201012MNSHS,,,,No Relation,Fled/Escaped,No,,,,,
20201014PABRB,11.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
20201018KYSEL,,,,,Fled/Escaped,No,,,,,
20201014WAWAS,23.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,five counts of first-degree assault with a deadly weapon and drive-by shooting,,,
20201014WAWAS,26.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,five counts of first-degree assault with a deadly weapon and drive-by shooting,,,
20201002PAMAE,,,,,Fled/Escaped,No,,,,,
20201020ARJAP,17.0,Male,,,Fled/Apprehended,No,,"capital murder, first-degree battery and commission of a terroristic act",,Yes,
20201026GARIR,,Male,Black,No Relation,Fled/Escaped,No,,"Felony Murder, Aggravated Assault with a Deadly Weapon, and Armed Robbery",,,
20201028NYROR,,,,No Relation,Fled/Escaped,No,,,,,
20201024CTSTS,,,,,Fled/Escaped,No,,,,,
20201029FLLAM,,,,No Relation,Fled/Escaped,No,,,,,
20201102COERE,,,,,Fled/Escaped,No,,,,,
20201108INTET,23.0,Male,Black,No Relation,Fled/Apprehended,No,,"felon in possession of a firearm, possession of a firearm on school property and intimidation",,,"Felon, investigated for firing shots into a residence in the same area."
20201109CABAL,,Male,,No Relation,Suicide,Yes,Fatal,,,,
20201109TXCOH,,,,No Relation,Fled/Escaped,No,,,,,
20201106AZKHT,74.0,Male,White,No Relation,Apprehended/Killed by LE,No,,14 felony charges,,,
20201112PANAH,18.0,Male,,No Relation,Fled/Escaped,No,,"Homicide, tampering or fabricating evidence and four firearms offenses",,,
20201112CACEU,,,,No Relation,Fled/Escaped,No,,,,,
20160928TNSYP,14.0,Male,,Student,Surrendered,No,,,,No,
20201113NCLIL,,,,No Relation,Fled/Escaped,No,,,,,
20201116TNWIM,25.0,Male,Black,No Relation,Fled/Apprehended,No,,"aggravated assault, carrying a weapon on school property and theft of property",,,
20201117TXWEW,,Male,,Nonstudent,Attempted Suicide,No,Wounded,,,,
20201117MTGRG,19.0,Male,White,No Relation,Apprehended/Killed by LE,No,,felony criminal mischief,,,
20201124NCHEH,13.0,Male,,Student,Surrendered,No,,felony assault with a deadly weapon with intent to kill or inflict serious injury and weapon on campus or other educational property,,,Felony charges can be transferred to adult court in NC. Decision of district attorney.
20201125KSABG,31.0,Male,,No Relation,Fled/Apprehended,No,,first-degree murder-Intentional and premeditated and aggravated battery; Knowingly cause great bodily harm or disfigurement,,,
20201207ILEAC,,,,No Relation,Fled/Escaped,No,,,,,
20201211VATAY,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20201216ILDUC,,,,No Relation,Fled/Escaped,No,,,,,
20191124CASEU,20.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,two murder counts as well as related gang charges and illegal gun enhancements,,,
20201229WAROS,,,,,Fled/Escaped,No,,,,,
20210114MDHIW,,,,No Relation,Fled/Escaped,No,,,,,
20210110ILSOS,,,,,Fled/Escaped,No,,,,,
20210121OHEAC,,Male,,No Relation,Fled/Escaped,No,,,,,
20210121OKLOG,,Male,,Parent,Fled/Apprehended,No,Wounded,,,,
20210127FLHOH,,,,Student,Apprehended/Killed by Other,No,,"charge of possession of a weapon on school grounds, aggravated battery.",,,
20210127FLHOH,,,,Student,Apprehended/Killed by Other,No,,possession of a weapon on school grounds,,,
20210201MIMUD,,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19900906GASOC,16.0,Male,,Student,Surrendered,No,,"90 felonies including 53 charges for kidnapping, aggravated assault, and weapons charges",,Yes,
20210205MDBEM,,,,No Relation,Fled/Escaped,No,,,,,
20210208MISCG,,Male,,No Relation,Fled/Escaped,No,,,,,
20201225FLYOP,,,,,Fled/Escaped,No,,,,,
20210210TXFOF,17.0,Male,,No Relation,Fled/Apprehended,No,,capital murder charge,,Yes,
20210210NJSCP,,,,No Relation,Fled/Escaped,No,,,,,
20210210LASTS,,Male,Black,No Relation,Fled/Escaped,No,,"aggravated criminal damage to property, firearm free zone, illegal carrying of weapons, negligent injuring, illegal use of weapons and seven counts of aggravated assault with a firearm",,,
20210214MNROM,,,,No Relation,Fled/Escaped,No,,,,,
20210127MSHAH,14.0,Male,Black,,Apprehended/Killed by LE,No,Wounded,,,,
20210216NCTHS,,Male,,Student,Apprehended/Killed by SRO,No,,misdemeanor weapons on campus or other educational property and misdemeanor assault,,No,
20210216NCTHS,,Male,,Student,Apprehended/Killed by SRO,No,,misdemeanor weapons on campus or other educational property and misdemeanor assault,,No,
20210217TNKNK,30.0,Male,Black,No Relation,Fled/Apprehended,No,,"two counts of attempted first-degree murder, three counts of reckless endangerment with a deadly weapon and one count of employing a firearm during the commission of a dangerous felony",,,
20210219ILLIR,,,,No Relation,Fled/Escaped,No,,,,,
20210222CAHOV,,,,No Relation,Fled/Escaped,No,,,,,
20210224WAGAY,,Male,,No Relation,Fled/Apprehended,No,,,,,
20210226LAGEN,35.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,,first-degree murder of a policeman and one count of armed robbery,,,
20210301ARWAP,15.0,Male,,Student,Fled/Apprehended,No,,Charged as an adult on first-degree battery and held on a $1 million bond,,Yes,
20210308SCEDC,54.0,Female,Black,Relative,Fled/Apprehended,No,,"two counts of attempted murder, carrying weapons onto school property, disturbing school and possession of a weapon during the commission of a violent crime",,,
20210309TNSAK,,,,No Relation,Fled/Escaped,No,,,,,
20210311OHCIC,,,,No Relation,Fled/Escaped,No,,,,,
20210313TXLEA,66.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,aggravated assault with a deadly weapon,,,
20210318KYGRL,36.0,Male,White,Parent,Apprehended/Killed by LE,No,,"terroristic threatening, charged with two counts of wanton endangerment, and the unlawful possession of a weapon on school property",,,
20210319WVSPM,,Male,,,Fled/Apprehended,No,,,,,
20210319WVSPM,,Male,,,Fled/Apprehended,No,,,,,
20210210TXFOF,18.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,Murder,,,
20210324ORFOS,,Male,,No Relation,Fled/Apprehended,No,,"Weapons charge, robbery, theft",,,
20180803IALIO,32.0,Male,White,No Relation,Fled/Apprehended,No,Wounded,"10 charges of attempted murder as well as first-degree robbery, first-degree burglary and willful injury charges",,,
20180803IALIO,23.0,Male,White,No Relation,Fled/Apprehended,No,,"10 charges of attempted murder as well as first-degree robbery, first-degree burglary and willful injury charges",,,
20180803IALIO,,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,,,,
20210326MOCAS,33.0,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,,,,
20210327MAPEC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210401OKCLC,,,,,Fled/Escaped,No,,,,,
20210401ALSES,15.0,Male,,Student,Fled/Apprehended,No,,"charged with certain persons forbidden to possess a firearm, discharging a firearm into an occupied dwelling, reckless endangerment, disorderly conduct and attempting to elude",,,
19790226CABAB,18.0,Male,White,Student,Fled/Apprehended,No,,3 counts of murder,"Guilty, 3 years as juvenile",No,"Committed multiple offenses after being released including kidnapping, domestic violence, and carrying a weapon as a felon. Killed by police in 2021 when he pointed a gun at an officer."
20210104NYPEJ,,Male,,No Relation,Fled/Apprehended,No,,misdemeanor charges of reckless endangerment and illegal discharge of a firearm,,,
20210407ILPEP,14.0,Male,,Student,Subdued by Students/Staff/Other,No,,"Unlawful Use of a Weapon on School Grounds, Possession of a Stolen Firearm, Aggravated Assault, and Unauthorized Possession of a Weapon on School Grounds.",,,
20210315INMEM,18.0,Male,,No Relation,Fled/Apprehended,No,,"murder, attempted murder and battery by means of a deadly weapon","admitted to felony charges of reckless homicide and battery with a deadly weapon, murder charge dropped",,
20210315INMEM,20.0,Male,Black,No Relation,Fled/Apprehended,No,,"murder, attempted murder and battery by means of a deadly weapon","Plea, reckless homicide and battery by means of a deadly weapon, 12 years",,
20210406ILBAC,19.0,Male,,No Relation,Fled/Apprehended,No,,,,,
20210412TNAUK,17.0,Male,Black,Student,Apprehended/Killed by LE,Yes,Fatal,,,,
20210411INBIH,38.0,Male,Black,No Relation,Fled/Apprehended,No,,charged with murder and unlawful possession of a firearm by a serious violent felon,,,Prior felony conviction for drug dealing (cocaine)
20210412CASAS,36.0,Male,Hispanic,No Relation,Apprehended/Killed by LE,Yes,,,,,Fugitive suspected in 3 shootings at law enforcement and a private bail bondsman in the past month. Fired at police during pursuit in stolen vehicle prior to the standoff. 
20210413TNMAC,32.0,Female,White,Parent,Fled/Apprehended,No,,"5 counts of aggravated assault, 2 counts of reckless endangerment",,,
20170415ORMEP,,Male,Black,No Relation,Fled/Escaped,No,,,,,
20210418OHWED,,,,No Relation,Fled/Escaped,No,,,,,
20210420TXHAH,,Male,Black,No Relation,Fled/Apprehended,No,,Murder,,,
20210426MNPLP,12.0,Male,,Student,Surrendered,No,,,,,
20210427TNLAM,,Female,Black,Parent,Fled/Apprehended,No,,"two counts of attempted first-degree murder, 63 counts of reckless endangerment and employment of a firearm during the commission of a dangerous felony",,,
20210427DESMS,47.0,Male,,Parent,Fled/Apprehended,Yes,Suicide,,,,
20210429NYURB,15.0,Male,,Nonstudent,Fled/Apprehended,No,,econd-degree murder and two counts of second-degree criminal possession of a weapon,,,"2 armed robbery charges in March, released to child services"
20210429NYURB,16.0,Male,,Nonstudent,Fled/Escaped,No,,second-degree murder and two counts of second-degree criminal possession of a weapon,,,
20210429CAVIV,17.0,Male,,Nonstudent,Fled/Apprehended,No,,"for attempted murder, threatening crime with intent to terrorize, minor in possession of a concealed weapon, and discharging a firearm in a school zone.",,,
20210430INMAI,,Male,,Parent,Fled/Escaped,No,,,,,
20210501MNBES,,Male,,No Relation,Fled/Escaped,No,,,,,
20210501MNBES,,Male,,No Relation,Fled/Escaped,No,,,,,
20210501MNBES,,Male,,No Relation,Fled/Escaped,No,,,,,
20210502ILCHC,,,,No Relation,Fled/Escaped,No,,,,,
20210514CASAS,16.0,Male,,No Relation,Fled/Escaped,No,,"homicide, attempted homicide and conspiracy charges",,,
20210502ILCHC,,,,No Relation,Fled/Escaped,No,,,,,
20210506IDRIR,13.0,Female,,Student,Subdued by Students/Staff/Other,No,,,,,
19890209IDRIR,14.0,Male,,Student,Apprehended/Killed by LE,No,,"one count of kidnapping, two counts of aggravated assault with a deadly weapon and one count of aggravated assault on a police officer",,,
20210506SCFOC,23.0,Male,,No Relation,Apprehended/Killed by LE,No,,,,,
20210505MICRC,,Male,,No Relation,Apprehended/Killed by LE,No,Wounded,,,,
20210505SCWAW,,Male,,Student,Suicide,Yes,Suicide,,,,
20210514CASAS,16.0,Male,,No Relation,Fled/Escaped,No,,"homicide, attempted homicide and conspiracy charges",,,
20210511CAVEL,,,,No Relation,Fled/Escaped,No,,,,,Multiple similar pellet gun shootings in the same area.
20210517TNAUM,51.0,Male,White,No Relation,Apprehended/Killed by LE,No,,Criminal Attempt Second Degree Murder and Employment of a Firearm During the Commission of a Dangerous Felony,,,
20210517MDLOC,18.0,Male,,Relative,Apprehended/Killed by LE,No,,possession of a weapon on school grounds,,,
20210517MDLOC,20.0,Female,Hispanic,Relative,Apprehended/Killed by LE,No,,possession of a weapon on school grounds,,,
20210511NYPSB,,Male,Black,Student,Fled/Escaped,No,,,,,
20210525NJPAP,15.0,Male,,No Relation,Apprehended/Killed by LE,No,,,,,
20210601ILLIC,17.0,Male,,,Fled/Escaped,No,,"charged as a juvenile with aggravated unlawful use of a weapon, possession of a firearm with a defaced serial number, aggravated discharge of a firearm",,No,
20210606VADRA,,,,No Relation,Fled/Escaped,No,,,,,
20210606VADRA,,,,No Relation,Fled/Escaped,No,,,,,
20210607TXEAF,,,,,Fled/Escaped,No,,,,,
20210608KSHAK,16.0,Male,,No Relation,Fled/Apprehended,No,,,,,
20210609TXNOH,18.0,Male,,Student,Fled/Apprehended,No,,,,,
20210609VAWIR,,Male,,Student,Fled/Apprehended,No,,,,,
20210610CTHOW,41.0,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,,7 felonies,,,"Charged w/ breach of peace in the 2nd degree, unlawful discharge of a firearm, reckless endangerment in the first degree, weapons in a motor vehicle, illegal sale or transfer of a firearm, possession of a pistol without a permit, possession of a high capacity magazine"
20210610CTHOW,45.0,Male,White,No Relation,Apprehended/Killed by LE,No,,7 felonies ,,,"Charged with breach of peace in the 2nd degree, unlawful discharge of a firearm, reckless endangerment in the first degree, weapons in a motor vehicle, illegal sale or transfer of a firearm, possession of a pistol without a permit, possession of a high capacity magazine"
20210612MOMCF,18.0,Male,Black,Student,Fled/Apprehended,No,,"First degree murder, armed criminal action",,,
20210613PAWIP,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210613PAPAC,78.0,Male,,No Relation,Suicide,No,Suicide,,,,
20210614TXEAF,,Male,,,Fled/Escaped,No,,,,,
20210614NCRJW,26.0,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,,,,"Extensive violent criminal history, 2013 felony conviction and prison"
20210614NCROR,,,,,Fled/Escaped,No,,,,,
20210614NCROR,,,,,Fled/Escaped,No,,,,,
20210614NCROR,,,,,Fled/Escaped,No,,,,,
20210620CAGRM,,,,Security Guard,Law Enforcement,No,,,,,Security officer firing at man who attempted to steal vehicle parts
20210624ILABR,,,,,Fled/Escaped,No,,,,,
20210608KSHAK,17.0,Male,,,Fled/Apprehended,No,,,,,
20210608PAMUS,17.0,Male,,No Relation,Fled/Apprehended,No,,"charged with aggravated assault, possession of a firearm by a minor, carrying a firearm without a license, reckless endangerment and possession of a weapon on school property in connection with the shooting",,Yes,Can be charged as adult due to gun offense
20210628CASLF,,,,No Relation,Fled/Escaped,No,,,,,
20210704NYDRR,,,,,Fled/Escaped,No,,,,,
20210708ILBEC,,,,No Relation,Fled/Escaped,No,,,,,
20210709KSCAW,,Male,,No Relation,Suicide,Yes,Suicide,,,,
20210718ARFOL,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210719TXCAC,,,,Student,Fled/Apprehended,No,,,,,
20210721ILTHC,,,,No Relation,Fled/Escaped,No,,,,,
20210727WATYS,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210420TXHAH,,Male,Black,No Relation,Fled/Apprehended,No,,Murder,,,
20210517TXBRE,13.0,Male,,Student,Fled/Escaped,No,,,,,
20210804ALBUM,,,,,Fled/Escaped,No,,,,,
20210806LASTH,17.0,Male,Black,No Relation,Fled/Apprehended,No,,attempted first-degree murder and possession of a firearm in a school zone,,,
20210807ORGIP,,,,,Fled/Escaped,No,,,,,
20210805GACHD,23.0,Male,Black,Teacher,Fled/Apprehended,No,,"first-degree arson, property damage, and gun charges",,,
20210811COMAC,,,,No Relation,Fled/Escaped,No,,,,,
20210810OHEAC,12.0,Male,,Former Student,Surrendered,No,,,,,
20210812CANOS,,,,Student,Apprehended/Killed by LE,No,,,,,
20210812GALIL,,,,Police Officer/SRO,,,,,,,
20210813NMWAA,13.0,Male,Hispanic,Student,Apprehended/Killed by SRO,No,,Murder,,No,
20210811CAOAO,,,,,Fled/Escaped,No,,,,,
20210813GACAS,,,,,Fled/Escaped,No,,,,,
20210814ILMAC,,,,No Relation,Fled/Escaped,No,,,,,
20180425NMHIA,,Male,Hispanic,Parent,Apprehended/Killed by LE,No,,,"Charges dropped, restraining order from school property",,
20210814SCDAH,,,,,Fled/Escaped,No,,,,,
20210818SCORO,14.0,Male,,Student,Fled/Apprehended,No,,three counts of attempted murder,,Yes,
20210817COYED,18.0,Male,,No Relation,Fled/Apprehended,No,,"first-degree murder, menacing, and auto theft",,,
20210815VAROD,,,,No Relation,Fled/Escaped,No,,,,,
20210820NEMIO,,,,No Relation,Fled/Escaped,No,,,,,
20210820CACEF,19.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,,attempted homicide and carjacking,,,
20210822ILWER,17.0,Male,,No Relation,Fled/Apprehended,No,,Aggravated Battery with a Firearm,,,
20170813NYHUH,,Male,Black,No Relation,Fled/Apprehended,No,,Six counts attempted murder,,,
20210901NCMTW,15.0,Male,Black,Student,Fled/Apprehended,No,,Murder,,Yes,
20210830NCNEW,15.0,Male,Black,Student,Fled/Apprehended,No,,"first-degree murder, assault with a deadly weapon with intent to kill inflicting serious injury and weapons offenses",,,
20210827INHAH,17.0,Male,Black,Former Student,Fled/Apprehended,No,,"felony charges of battery resulting in serious bodily injury, battery by means of a deadly weapon, carrying a handgun without a license and criminal recklessness",,Yes,"Prior charge of carrying weapon near school, robbery, assault, shooting during robbery"
20210826OHNOT,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210826NYHAH,27.0,Male,,,Fled/Apprehended,No,,two counts of reckless endangerment and criminal possession of a weapon,,,
20210828CASAS,,,,,Fled/Escaped,No,,,,,
20210902ARLIL,36.0,Female,Black,Parent,Apprehended/Killed by SRO,No,,carrying a weapon on school property and served with multiple warrants,,,
20210907PAHAH,,Male,,Student,Fled/Escaped,No,,,,,
20210907TNLAL,15.0,Male,,Student,Fled/Apprehended,No,,"reckless endangerment, possession of a weapon",,No,
20210907MAOMG,18.0,Male,,No Relation,Fled/Apprehended,No,,Weapon on school property,,,
20210907MAOMG,18.0,Male,,No Relation,Fled/Apprehended,No,,Weapon on school property,,,
20210908MNPRB,,,,No Relation,Fled/Escaped,No,,,,,
20210908MNPRB,,,,No Relation,Fled/Escaped,No,,,,,
20210908MNPRB,,,,No Relation,Fled/Escaped,No,,,,,
20210909ILCHC,,,,No Relation,Fled/Escaped,No,,,,,
20210909MITRF,,Male,,Student,Apprehended/Killed by LE,No,,,,,
20210902INWEG,,Male,,,Fled/Escaped,No,,,,,
20210903CAMTH,16.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
20210909NCSHE,,,,,Fled/Escaped,No,,,,,
20210910CONOA,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210910CASTP,62.0,Male,White,No Relation,Apprehended/Killed by LE,No,,"felony assault with a deadly weapon, felony child abuse, and creating a disruption on a school campus",,,
20210903NVDEL,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210901ILFRC,,,,No Relation,Fled/Escaped,No,,,,,
20210827VTEDB,,,,,Fled/Escaped,No,,,,,
20210826WAAKS,14.0,Male,,Former Student,Fled/Apprehended,No,,first-degree assault and unlawful possession of a firearm,,,
20210826WAAKS,17.0,Male,,Former Student,Apprehended/Killed by LE,No,Wounded,,,,
20210827KYAPO,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,,,,,
20030410CAWAW,18.0,Male,,Student,Suicide,Yes,Suicide,,,,
20210915KYMAL,,,,No Relation,Fled/Escaped,No,,,,,
20210915ILCEC,15.0,Male,Black,Student,Fled/Apprehended,No,,aggravated discharge of a firearm,,,
20210908ILCEC,18.0,Male,,Student,Fled/Escaped,No,,"bond on the warrant was set at $500,000",,,
20210916WIORM,,Male,,No Relation,Fled/Escaped,No,,,,,
20210916UTPRP,,Male,,Student,Apprehended/Killed by LE,No,,,,,
20210917NCPAW,,Male,,,Fled/Escaped,No,,,,,
20210917VAHEH,,,,,Fled/Escaped,No,,,,,
20210917PAWEP,,,,,Fled/Escaped,No,,,,,
20210917GASWS,,,,,Fled/Escaped,No,,,,,
20210918COWIC,,,,,Fled/Escaped,No,,,,,
20210917TNAUK,,,,,Fled/Escaped,No,,,,,
20210914MOMCH,,Female,,Parent,Fled/Escaped,No,,,,,
20210914MOMCH,,Female,,Parent,Fled/Escaped,No,,,,,
20210914TNLAL,15.0,Male,,Student,Fled/Apprehended,No,,"reckless endangerment, possession of a weapon",,,
20210913SCEDC,54.0,Female,Black,Relative,Fled/Apprehended,No,,"two counts of attempted murder, carrying weapons onto school property, disturbing school and possession of a weapon during the commission of a violent crime",,,
20210903CAMTH,,Male,,Student,Fled/Apprehended,No,,,,,
20210920OHEAC,,Male,,No Relation,Fled/Escaped,No,,,,,
20210920OHEAC,,Male,,No Relation,Fled/Escaped,No,,,,,
20210916OHBEC,,,,,Fled/Escaped,No,,,,,
20210921GAFRA,,,,Parent,Fled/Escaped,No,,,,,
20210921PAVAP,,,,,Fled/Escaped,No,,,,,
20210920VAHEN,15.0,Male,,Student,Fled/Apprehended,No,,two counts of aggravated malicious wounding and two counts of use of a firearm in the commission of a felony,"Plead guilty, two counts of malicious wounding and four gun charges",,"Before Friday’s hearing, prosecutors reduced an aggravated malicious wounding to malicious wounding, reducing the possible sentence for the charge from life in prison to 20 years. The change was based on improvement to the girl's leg wound, White said.<br><br>The teen faces up to 65 years behind bars at sentencing Aug. 5."
20210921OHMIM,,,,,Fled/Escaped,No,,,,,
20210921KSEAW,17.0,Male,,Student,Fled/Apprehended,No,,,,,
20210922NYSOB,,,,,Fled/Escaped,No,,,,,
20210922CTLIN,,,,No Relation,Fled/Escaped,No,,,,,
20210921FLLAL,,,,,Fled/Apprehended,No,,two charges of shooting into an occupied vehicle,,,
20210915VASPS,,,,Student,Apprehended/Killed by LE,No,,,,,
20210924MDWIB,,,,No Relation,Fled/Escaped,No,,,,,
20210924ALFAF,,,,,Fled/Escaped,No,,,,,
20210924VAESE,,,,,Fled/Escaped,No,,,,,
20210903NCJUC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20210903CABUB,,Male,,Intimate Relationship,Apprehended/Killed by LE,Yes,Fatal,,,,
20210927ILCAC,,,,Student,Apprehended/Killed by LE,No,,,,,
20210827PAACS,,,,Police Officer/SRO,Law Enforcement,,,,,,
20210827PAACS,,,,Police Officer/SRO,Law Enforcement,,,,,,
20210827PAACS,,,,Police Officer/SRO,Law Enforcement,,,,,,
20210902GAWOS,24.0,Male,,No Relation,Apprehended/Killed by LE,No,,reckless conduct and disruption of public schools,,,
20210902NMALA,16.0,Male,,Student,Fled/Apprehended,No,Wounded,,,,
20210902NMALA,,,,Other Student,Fled/Escaped,No,,,,,
20210928MESOS,,,,,Fled/Escaped,No,,,,,
20210902CASAL,17.0,Male,,Student,Fled/Apprehended,No,,,,,
20210830FLOKW,,Male,,Student,Fled/Apprehended,No,,,,,
20210830MDNEO,34.0,Male,,No Relation,Fled/Apprehended,No,,,,,
20210830NJWEN,,,,,Fled/Escaped,No,,,,,
20210929OHSHS,,Female,,Parent,Fled/Apprehended,No,,,,,
20210924TNSTS,18.0,Male,Black,Student,Fled/Apprehended,No,,reckless endangerment and possession of a weapon on school grounds,,,
20210924TNSTS,17.0,Male,Black,Student,Fled/Apprehended,No,,"possession of a weapon, theft and felony possession of marijuana",,,
20210930TNCUM,13.0,Male,,Student,Fled/Apprehended,No,,attempted first degree murder,,No,
20210827VAFRW,17.0,Male,,Student,Fled/Apprehended,No,,"aggravated malicious wounding, attempted aggravated malicious wounding, use of a firearm in the commission of a felony, robbery, discharging a firearm in a public place and one count of assault by mob",,,
20210930MSNEN,6.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
20190809NJWEN,16.0,Male,,No Relation,Fled/Apprehended,No,,aggravated assault and weapons charges,,,
20211001TXYEH,25.0,Male,Black,Former Student,Surrendered,No,,,,,
20211001INBEI,14.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,,aggravated battery,,,"Involved in armed carjacking prior to game, and two prior shootings in area"
20211001NCSEF,,,,,Fled/Escaped,No,,,,,
20211001NCNOD,,,,,Fled/Escaped,No,,,,,
20211004PASCP,,Male,,No Relation,Apprehended/Killed by LE,No,Wounded,,,,Shot 2 coworkers at hospital prior to shootout with police
20211004OHWOT,,Male,,,Fled/Escaped,No,,,,,
20211005NDHEH,,,,Student,Suicide,,Suicide,,,,
20211005NCGAC,,Male,,Student,Apprehended/Killed by LE,No,,"possession of a stolen firearm, possession of a firearm by a minor and possession of a firearm on school grounds",,,
20210923IDRIR,13.0,Female,,Student,Apprehended/Killed by SRO,No,,,,,
20211004ILLAC,,,,,Fled/Escaped,No,,,,,
20211006TXTIA,18.0,Male,Black,Student,Fled/Apprehended,No,,three counts of aggravated assault with a deadly weapon,,,
20211007PAANP,,,,,Fled/Escaped,No,,,,,
20211007DCWAW,18.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,first degree murder,,,
20211007TXEAW,,,,No Relation,Fled/Escaped,No,,,,,
20211012ILWEC,,,,,Fled/Escaped,No,,,,,
20211012ARLIL,,,,No Relation,Fled/Escaped,No,,,,,
20211007NCEAD,39.0,Male,,No Relation,Suicide,Yes,Suicide,,,,"Wanted for homicide in Newport News, VA"
20211012OKUNT,,Male,,Student,Fled/Apprehended,No,,No,,,Suspended from school
20211013ILMCC,,,,No Relation,Fled/Escaped,No,,,,,
20211008OKCOC,,,,Student,Apprehended/Killed by LE,No,,,,,
20211012MIELK,,Male,,No Relation,Fled/Escaped,No,,,,,
20211015ALWIM,19.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,5 counts of attempted murder,,,
20211014MEREP,,,,No Relation,Fled/Escaped,No,,,,,
20211013PACHD,10.0,Male,,Student,Subdued by Students/Staff/Other,No,,,,,Suspended from school
20211013PACHD,10.0,Male,,Student,Subdued by Students/Staff/Other,No,,,,,
20211015CAKEF,33.0,Male,Black,No Relation,Surrendered,No,,"charges related to shooting, drug possession, probation violation",,,On probation
20211018PALIP,21.0,Male,,Relative,Apprehended/Killed by LE,No,,,,,
20211011ORROP,,,,,Fled/Escaped,No,,,,,
20211017ARROR,28.0,Male,,No Relation,Fled/Apprehended,No,,"held without bond on a terroristic act, criminal mischief and unlawful discharge of a firearm from a vehicle",,,
20211021GABES,33.0,Male,White,No Relation,Apprehended/Killed by LE,No,,"six counts of aggravated assault, third-degree cruelty to children, criminal damage to property, criminal trespass and carrying weapons within School Safety Zones",,,"Domestic violence, battery, unlawful imprisonment "
20211022PAPHP,18.0,Male,,Student,Apprehended/Killed by LE,No,Wounded,,,,Wearing ankle monitor at time of shooting
20211021NYPSB,,Male,,No Relation,Fled/Apprehended,No,,,,,
20210915ILCEC,17.0,Male,,Student,Fled/Apprehended,No,,aggravated discharge of a firearm,,,
20211026MSCAN,,,,,Fled/Escaped,No,,,,,
20211026ILWIC,,Male,,No Relation,Fled/Escaped,No,,,,,
20211027SCCAS,17.0,Male,,Student,Fled/Apprehended,No,,"possession of a weapon during a violent crime, unlawful carry, and possession of a weapon on school property",,,"Released on $50,000 bond with GPS monitor"
20211030PASTM,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19920530DCARW,,Male,,,Fled/Escaped,No,,,,,
20211108NYTHB,,Male,,Student,Fled/Escaped,No,,,,,
19930912ALFAF,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19901110TXJUD,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
