incidentid,race,injury,gender,schoolaffiliation,age
20110330TXWOH,,Wounded,Male,,
20110330TXWOH,,Wounded,Male,,
20110413FLSHA,,Wounded,Male,No Relation,17.0
20110419TXBEH,,Wounded,Female,Student,6.0
20110419TXBEH,,Wounded,Male,Student,6.0
20110419TXBEH,,Wounded,Male,Student,5.0
20110517WAHOE,,Wounded,Male,Unknown,17.0
20110523HIHIP,,Wounded,Male,Student,14.0
20110923WAISS,,,Male,No Relation,51.0
20110930NCGAC,,Wounded,Male,Former Student,17.0
20110930ORWIP,,,,,
20111024NCCAF,White,Wounded,Female,Student,15.0
20111212TXHAE,White,Wounded,Male,Student,13.0
20111212TXHAE,White,Wounded,Male,Student,14.0
20111228MINOF,,Wounded,Male,Unknown,
20120104TXCUB,,,Male,Student,
20120110TXNOH,Black,Wounded,Male,Student,16.0
20120210NHWAW,White,,Male,Student,14.0
20120222WAARB,Hispanic,Wounded,Female,Student,8.0
20120227OHCHC,,Fatal,Male,Student,16.0
20120227OHCHC,,Fatal,Male,Student,16.0
20120227OHCHC,,Fatal,Male,Student,
20120227OHCHC,,Wounded,Male,Student,17.0
20120227OHCHC,,Wounded,Male,Student,18.0
20120227OHCHC,,Wounded,Male,Student,
20120306FLEPJ,White,Fatal,Female,Principal/Vice-Principal,63.0
20120315ALLEM,,,Male,Student,
20120401ARKIR,,Wounded,Male,Unknown,18.0
20120525AZWEA,Black,Fatal,Female,Parent,34.0
20120525NCMAC,White,Fatal,Female,Parent,40.0
20120706RINAP,Black,Fatal,Male,No Relation,20.0
20120816TNHAM,,,,Student,
20120816TNHAM,,,,Student,
20120824GABAH,,,Male,Student,15.0
20120827MDPEP,White,Wounded,Male,Student,17.0
20120907ILNON,,,,,
20120926OKSTS,White,,Male,Student,13.0
20121012NDFAF,,,Male,Student,14.0
20121019ILBAC,Black,Fatal,Male,Student,18.0
20121210TXSPH,,,,,
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,Black,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Teacher,52.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,,Fatal,Male,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,,Fatal,Male,Student,7.0
20121214CTSAN,White,Fatal,Male,Student,7.0
20121214CTSAN,White,Fatal,Female,Principal/Vice-Principal,47.0
20121214CTSAN,,Fatal,Male,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,7.0
20121214CTSAN,,Fatal,Male,Student,6.0
20121214CTSAN,White,Fatal,Male,Student,6.0
20121214CTSAN,White,Fatal,Male,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,7.0
20121214CTSAN,White,Fatal,Female,Teacher,30.0
20121214CTSAN,,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Teacher,56.0
20121214CTSAN,White,Fatal,Male,Student,6.0
20121214CTSAN,White,Fatal,Female,Student,6.0
20121214CTSAN,White,Fatal,Female,Teacher,29.0
20121214CTSAN,White,Fatal,Female,Teacher,27.0
20130107FLAPF,Black,Fatal,Male,Parent,27.0
20130110CATAT,White,Wounded,Male,Student,16.0
20130110CATAT,White,Wounded,Male,Student,
20130111MIOSD,,Wounded,Male,Student,16.0
20130131GAPRA,Black,Wounded,Male,Student,14.0
20130201MIMAD,,Wounded,Male,Unknown,
20130201MIMAD,,Fatal,Male,Unknown,
20130213CAHIS,Black,Fatal,Male,No Relation,18.0
20130227GAGRA,Black,,Female,Student,17.0
20130321MIDAS,,,Male,Student,13.0
20130416TXTET,,,Male,Student,15.0
20130429OHLAC,,,Male,Student,17.0
20130430NMTUT,,,Male,No Relation,19.0
20130513ALOSB,,,,,
20130523FLREH,,Wounded,Male,Student,12.0
20130618NCHIC,,Wounded,Male,No Relation,
20130619FLALW,White,Fatal,Male,Other Staff,56.0
20130619FLALW,White,Fatal,Male,Other Staff,48.0
20130815TNNOC,Black,Fatal,Male,No Relation,38.0
20130820GAROD,,,,,
20130822TNWEM,,,,,
20130823MSNOS,,Fatal,Male,Student,15.0
20130823MSNOS,,Wounded,Male,Student,
20130823MSNOS,,Wounded,Male,Student,
20130830NCCAW,Black,Wounded,Male,Student,15.0
20130927ILROC,,Wounded,Male,Student,15.0
20130928MENEG,,,Male,Intimate Relationship,19.0
20131002NHWIS,,,,,
20131004FLAGP,,Wounded,Male,Student,16.0
20131004FLAGP,,Wounded,Male,Student,17.0
20131015TXLAA,Hispanic,,Male,Student,16.0
20131021NVSPS,,Wounded,Male,Student,12.0
20131021NVSPS,,Wounded,Male,Student,12.0
20131021NVSPS,,Fatal,Male,Teacher,45.0
20131023CANEC,,Wounded,,Student,
20131023CANEC,,Wounded,,Student,
20131023CANEC,,Wounded,,Student,
20131101IAALA,White,,Male,Former Student,23.0
20131103GASTL,,Wounded,Male,Student,17.0
20131113PABRP,,Wounded,Male,Student,17.0
20131113PABRP,,Wounded,Male,Student,17.0
20131113PABRP,,Wounded,Male,Student,15.0
20131204FLWEW,Black,Wounded,Male,Student,15.0
20131213COARC,White,Fatal,Female,Student,17.0
20131219CAEDF,Hispanic,Wounded,Male,Teacher,30.0
20140109TNLIJ,,Wounded,Male,Student,17.0
20140113CTHIN,,Wounded,Male,Rival School Student,14.0
20140114LASTB,Black,Wounded,Male,,19.0
20140114NMBER,,Wounded,Male,Student,
20140114NMBER,,Wounded,Female,Student,
20140114PAKIL,,,,,
20140117PADEP,,Wounded,Male,Student,15.0
20140117PADEP,,Wounded,Female,Student,15.0
20140127ILREC,Black,Wounded,Male,Parent,
20140128HIPRH,,Wounded,Male,Student,
20140131AZCEP,,,,,
20140131IANOD,Black,Wounded,Female,Student,15.0
20140207ORBEB,,,Male,Student,17.0
20140210NCSAS,Black,Wounded,Male,Student,16.0
20140211OHCHL,,,,,
20140220MIRAR,,Fatal,Male,Relative,30.0
20140307LAMAT,,Wounded,Male,Unknown,16.0
20140312FLACM,Black,Fatal,Female,No Relation,33.0
20140325GABEC,,,,,
20140403NJUNN,,,,,
20140409NCDHG,,,,,
20140410OHLIC,,Wounded,Male,No Relation,14.0
20140410OHLIC,,Wounded,Male,No Relation,20.0
20140411MIEAD,Black,Fatal,Male,Relative,19.0
20140421INSTG,,Fatal,Female,Parent,42.0
20140421UTPRP,,,Male,Student,14.0
20140503WAHOE,,Wounded,Male,Gang Member,15.0
20140514CAJOR,Black,Wounded,Male,Student,14.0
20140521WICLM,Black,Fatal,Female,Student,10.0
20140610ORRET,White,Fatal,Male,Student,14.0
20140610ORRET,White,Wounded,Male,Student,15.0
20140623MOKEB,White,Fatal,Male,Student,15.0
20140813MDHEF,,,,,
20140814VASAN,Black,Fatal,Male,No Relation,16.0
20140814VASAN,Black,Fatal,Male,No Relation,17.0
20140814VASAN,Black,Wounded,Male,No Relation,17.0
20140909FLSTM,,Wounded,Male,,
20140910FLGRL,Black,,Male,Student,14.0
20140911UTWET,White,,Female,Teacher,39.0
20140919IANOD,,Wounded,Male,Student,
20140925NHWEM,,,,,
20140930KYFEL,Black,Wounded,Male,Student,15.0
20140930NCALA,Black,Wounded,Male,Student,
20141003GALAF,Black,Fatal,Male,No Relation,17.0
20141021TNAMM,,Wounded,Male,Student,13.0
20141024GALAA,Black,Wounded,Male,Student,17.0
20141024WAMAM,,Fatal,Female,Student,14.0
20141024WAMAM,,Fatal,Female,Student,14.0
20141024WAMAM,,Fatal,Female,Student,14.0
20141024WAMAM,,Fatal,Male,Student,15.0
20141024WAMAM,,Wounded,Male,Student,14.0
20141024WAMAM,,Wounded,Unknown,Student,
20141024WAMAM,,Wounded,Unknown,Student,
20141120FLMIM,Black,Fatal,Male,No Relation,16.0
20141120FLMIM,Black,Wounded,Male,No Relation,17.0
20141212ORROP,Black,Wounded,Male,Student,16.0
20141212ORROP,Black,Wounded,Female,Student,17.0
20141212ORROP,Black,Wounded,Male,Gang Member,20.0
20141212ORROP,Black,Wounded,Female,Student,17.0
20141216PASUP,Black,Fatal,Male,No Relation,20.0
20141217MEBEW,White,,Male,No Relation,41.0
20141217MIGOW,Black,Wounded,Male,Student,15.0
20150115WIWIM,,Wounded,Male,Student,15.0
20150115WIWIM,,Wounded,Male,Teacher,
20150115WIWIM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20150116FLVAO,,Wounded,Female,Student,14.0
20150116FLVAO,,Wounded,Female,Student,19.0
20150120ALWIM,,Wounded,Male,No Relation,
20150122SCROH,,,,,
20150126MNHAR,,,Male,Unknown,48.0
20150204MDFRF,Black,Wounded,Male,Student,15.0
20150204MDFRF,Black,Wounded,Male,Student,14.0
20150215ARLAL,,Wounded,Male,No Relation,37.0
20150215ARLAL,,Wounded,Male,No Relation,13.0
20150215CATEM,Hispanic,Fatal,Male,Student,16.0
20150330MOPEU,,Wounded,Male,No Relation,34.0
20150417TXSES,Hispanic,,Male,Student,18.0
20150422NVRUL,,,,,
20150427WANOL,,,,,
20150428MDDRW,,Wounded,Male,No Relation,22.0
20150504OHWIC,,Fatal,Male,No Relation,22.0
20150504OHWIC,,Wounded,Male,No Relation,26.0
20150505GACOC,,,,,
20150512AZCOT,Black,,Male,Student,18.0
20150512FLUNJ,,Wounded,Female,Student,14.0
20150512FLUNJ,,Wounded,Female,Student,15.0
20150520TXROR,,,Male,Student,18.0
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150527FLEVE,,Wounded,Male,No Relation,30.0
20150604NCSOF,,,,,
20150623NEFOF,,,,,
20150627CTSAH,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,
20150627CTSAH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20150627CTSAH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20150627CTSAH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20150629TXJOS,,,Male,No Relation,28.0
20150705TXCOD,Black,Wounded,Male,Former Student,18.0
20150724TXELC,,Fatal,Male,No Relation,19.0
20150808TXPAP,,,,,
20150823TXWIR,,,,,
20150825GAWSA,,Wounded,Female,Student,
20150903ORNEN,,,,,
20150911LANOL,,Wounded,Female,Unknown,17.0
20150922NCCES,White,Wounded,Male,Parent,33.0
20150930SDHAH,White,Wounded,Male,Principal/Vice-Principal,
20151015TXKAS,,,,,
20151024TXEDS,Hispanic,Fatal,Male,No Relation,25.0
20151105GAVEM,,,,,
20151111ARSUS,,Wounded,Male,Student,
20151120FLNAM,,,,,
20151204KSWEW,Black,Wounded,Male,Student,17.0
20160112DECED,,,,,
20160113ARHAB,,Wounded,Male,Student,18.0
20160120INNOI,,,,,
20160122INLAI,,Wounded,Male,Student,15.0
20160129PABEP,,,,,
20160209MIMUM,,Wounded,Male,Student,
20160209MIMUM,,Wounded,Male,Student,
20160209MIMUM,,Wounded,Female,Student,
20160212AZING,Hispanic,Fatal,Female,Student,15.0
20160217FLROH,,,,,
20160217PACHC,,Wounded,Male,Student,16.0
20160226TXPAP,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,63.0
20160226TXPAP,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,59.0
20160229OHMAM,,Wounded,Female,Student,14.0
20160229OHMAM,,Wounded,Male,Student,14.0
20160229OHMAM,,Wounded,Male,Student,14.0
20160229OHMAM,,Wounded,Male,Student,15.0
20160315ALHUB,,Wounded,Male,Student,
20160423WIANA,,Wounded,Male,Student,
20160423WIANA,,Wounded,Female,Student,
20160502TXKID,Black,,Male,Student,15.0
20160504COEAP,,Wounded,Female,Teacher,
20160505MDHIB,White,Fatal,Female,Parent,44.0
20160505MDHIB,White,Wounded,Male,Parent,
20160506FLOSP,,,Male,No Relation,28.0
20160506IDROT,,,,,
20160513SCSOG,,,Male,Student,16.0
20160515KSAUA,,Wounded,Female,Relative,28.0
20160608MAJED,Black,Fatal,Male,Student,17.0
20160608MAJED,,Wounded,Male,Student,
20160608MAJED,,Wounded,Male,Student,
20160608MAJED,,Wounded,Female,Unknown,67.0
20160616ILMCC,Black,Fatal,Male,Other Staff,25.0
20160630CAWOH,,Wounded,Female,No Relation,23.0
20160725MOAVA,White,Wounded,Male,Former Student,18.0
20160817OHWEC,,Wounded,Male,No Relation,18.0
20160817OHWEC,,Wounded,Male,No Relation,19.0
20160819FLSOM,,,,,
20160902OKMCT,,Wounded,Male,Student,13.0
20160907MIDED,,,Male,Principal/Vice-Principal,
20160908TXALA,,Wounded,Female,Student,17.0
20160908TXALA,,Wounded,Female,Student,17.0
20160909IACEC,,,Male,Student,15.0
20160909PASMY,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,23.0
20160909PASMY,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20.0
20160926MSTAJ,Black,Wounded,Male,Student,17.0
20160927OHELC,,Wounded,Male,Other Staff,
20160927OHELC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20160927OHELC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20.0
20160928SCTOT,White,Fatal,,Student,6.0
20160928SCTOT,White,Wounded,,Student,6.0
20160928SCTOT,White,Wounded,,Teacher,47.0
20160928SCTOT,White,Wounded,,Student,
20160930ILCHC,,Wounded,Male,Bus Driver,31.0
20161006TXDUF,,Wounded,Male,Unknown,18.0
20161011ALVIM,,Wounded,Male,Student,
20161013OHLIC,Black,Wounded,Male,Student,
20161013OHLIC,Black,Wounded,Male,Student,
20161015GABEA,,Wounded,Female,Student,17.0
20161018CAJUS,,Wounded,Female,Student,15.0
20161018CAJUS,,Wounded,Male,Student,
20161018CAJUS,,Wounded,Male,Student,
20161018CAJUS,,Wounded,Male,Student,
20161025UTUNS,,Wounded,Male,Student,16.0
20161102COGRG,Hispanic,,Male,Student,17.0
20161103COBEB,,,Male,Student,15.0
20161111MIBAA,,Wounded,Female,Teacher,
20161117MNCRS,,,,,
20161201UTMUB,,,,,
20161209MOBAS,Black,Wounded,Male,Former Student,19.0
20161209NVHUR,White,Wounded,Male,Student,14.0
20170101DELAH,,Wounded,Male,Unknown,17.0
20170110ALALA,,,,,
20170117FLFRE,,,,,
20170120OHWEW,,Wounded,Male,Student,16.0
20170127SCSOA,,Wounded,Female,Student,13.0
20170127SCSOA,,Wounded,Female,Student,15.0
20170127SCSOA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20170206LASCB,,,,,
20170218MNMAM,,,Female,Intimate Relationship,
20170316ALROM,,Wounded,Female,Student,
20170321CAKIK,,Wounded,Male,Student,18.0
20170328PALIP,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,22.0
20170410CANOS,,Wounded,,Student,8.0
20170410CANOS,,Wounded,,Student,9.0
20170410CANOS,,Fatal,Female,Teacher,53.0
20170415OKBOT,,Wounded,Male,Former Student,52.0
20170515LAMOL,,Wounded,Male,Student,
20170523TXKEK,,,Male,Principal/Vice-Principal,
20170524ALGRG,,,,Student,
20170524NEMCO,Black,Fatal,Male,,21.0
20170526OKMCT,,Wounded,Male,Student,13.0
20170616ILWAC,,Wounded,Female,Student,7.0
20170616ILWAC,,Wounded,Female,Student,12.0
20170622SCWIF,,,Male,Student,
20170719WIHIM,,Wounded,Male,No Relation,32.0
20170721UTSPS,,Wounded,Male,Unknown,18.0
20170801GABAV,,Wounded,Female,Student,
20170817GALIL,,,Male,Teacher,
20170831CAARS,,,,,
20170908ARNON,,Wounded,Male,No Relation,
20170908OHCOC,,,,,
20170913WAFRR,,Fatal,Male,Student,
20170913WAFRR,,Wounded,,Student,
20170913WAFRR,,Wounded,,Student,
20170913WAFRR,,Wounded,,Student,
20170920ILMAM,,Wounded,Male,Student,
20170928KYSOL,Black,,Male,No Relation,20.0
20170929CASUL,,Wounded,,Student,
20170929CASUL,,Wounded,,Student,
20170929CASUL,,Wounded,,Student,
20170929CASUL,,Wounded,,Teacher,
20170929CASUL,,Wounded,,Teacher,
20170929MOLEL,,,Female,Student,
20170930PAPUC,,Wounded,Male,No Relation,42.0
20171012NCCHC,,,,,
20171014NCKEK,,,,,
20171020OHSTT,,,,,
20171027NYPRU,,,,,
20171103MIPAL,,Wounded,Female,No Relation,15.0
20171109GABEC,,Wounded,Male,Student,15.0
20171109GABEC,,Wounded,Female,Student,15.0
20171110GALAM,,,,,
20171114CARAR,,Wounded,Female,Unknown,31.0
20171114CARAR,,Wounded,,,
20171114CARAR,,Wounded,Male,Relative,2.0
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,,Student,
20171114CARAR,,Wounded,Male,Student,10.0
20171114CARAR,,Wounded,Male,Student,6.0
20171114CARAR,,Wounded,Male,Parent,
20171114CARAR,,Wounded,Male,Parent,20.0
20171114CARAR,,Wounded,Male,,39.0
20171114CARAR,,Wounded,Female,,
20171114CARAR,,Wounded,Male,Student,6.0
20171114CARAR,,Wounded,,,
20171114FLLAM,,,Male,Student,17.0
20171117TNNOJ,,,,,
20171123COMAD,,Wounded,Female,No Relation,
20171123COMAD,,Wounded,Male,No Relation,
20171123COMAD,,Wounded,Male,No Relation,
20171128CABOS,,,,,
20171129OHBAL,,,,,
20171130VASAV,,,Male,Student,
20171207NMAZA,Hispanic,Fatal,Male,Student,
20171207NMAZA,Hispanic,Fatal,Female,Student,
20171209ILCHC,,Wounded,Female,Student,15.0
20171209ILCHC,,Wounded,Female,Student,17.0
20171209ILCHC,,Wounded,Female,Student,18.0
20171211NCHIH,,,,,
20171212TXSAP,,Wounded,Male,Relative,21.0
20171212TXSAP,,Wounded,Male,Relative,20.0
20171214TXELD,,,,,
20171219MIBEB,,Wounded,Male,Student,
20171227CALIL,,Wounded,Male,No Relation,
20171231LAEDA,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,
20171231LAEDA,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,
20171231WAPIM,,,,,
20180104WANES,,,,,
20180105IAFOF,,,,,
20180109AZCOS,,,Male,Student,
20180116VTMOM,White,,Male,No Relation,32.0
20180122LANEN,,,,,
20180122TXITI,,Wounded,Female,Student,
20180123KYMAB,,Fatal,Male,Student,15.0
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Female,Student,
20180123KYMAB,,Wounded,Female,Student,
20180123KYMAB,,Wounded,Female,Student,
20180123KYMAB,,Wounded,Female,Student,
20180123KYMAB,,Fatal,Male,Student,15.0
20180123KYMAB,,Wounded,Female,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180123KYMAB,,Wounded,Male,Student,
20180125ALMUM,,,,,
20180126MIDED,,,,,
20180131PALIP,,Fatal,Male,No Relation,32.0
20180201CASAL,,Wounded,,Student,11.0
20180201CASAL,,Wounded,,Student,12.0
20180201CASAL,,Minor Injuries,,Teacher,30.0
20180201CASAL,,Minor Injuries,,Student,
20180201CASAL,,Minor Injuries,,Student,
20180205MDOXO,,Wounded,Male,Student,17.0
20180205MNHAM,,,,,
20180208NYTHN,,,,,
20180209TNPEN,Black,Wounded,Male,No Relation,17.0
20180214FLMAP,,Fatal,Female,Student,14.0
20180214FLMAP,,Fatal,Female,Student,14.0
20180214FLMAP,,Fatal,Male,Student,17.0
20180214FLMAP,,Fatal,Female,Student,14.0
20180214FLMAP,,Fatal,Female,Student,18.0
20180214FLMAP,,Fatal,Female,Student,17.0
20180214FLMAP,,Fatal,Male,Student,14.0
20180214FLMAP,,Fatal,Female,Student,16.0
20180214FLMAP,,Fatal,Male,Student,15.0
20180214FLMAP,,Wounded,Female,Student,18.0
20180214FLMAP,,Wounded,Female,Student,17.0
20180214FLMAP,,Fatal,Male,Teacher,35.0
20180214FLMAP,,Wounded,Male,Student,15.0
20180214FLMAP,,Wounded,Female,Student,17.0
20180214FLMAP,,Wounded,Female,Teacher,50.0
20180214FLMAP,,Wounded,Female,Student,17.0
20180214FLMAP,,Wounded,Male,Student,15.0
20180214FLMAP,,Wounded,Male,Student,15.0
20180214FLMAP,,Wounded,Female,Student,
20180214FLMAP,,Wounded,Male,Student,
20180214FLMAP,,Wounded,Female,Student,
20180214FLMAP,,Wounded,Female,Student,
20180214FLMAP,,Fatal,Male,Student,14.0
20180214FLMAP,,Wounded,Female,Student,
20180214FLMAP,,Wounded,Male,Student,
20180214FLMAP,,Wounded,Female,Student,
20180214FLMAP,,Wounded,Male,Student,
20180214FLMAP,,Wounded,,Student,
20180214FLMAP,,Fatal,Male,Student,17.0
20180214FLMAP,,Fatal,Female,Teacher,37.0
20180214FLMAP,,Fatal,Female,Student,14.0
20180214FLMAP,,Fatal,Male,Teacher,49.0
20180214FLMAP,,Fatal,Male,Student,15.0
20180214FLMAP,,Fatal,Female,Student,14.0
20180215FLNOC,,,,,
20180220OHJAM,,,Male,Student,13.0
20180226WAOAT,,,,,
20180228GADAD,,,,,
20180305MOKIC,,,,,
20180307ALHUB,Black,Fatal,Female,Student,
20180309KYFRL,,,Male,Student,
20180313CASES,,Minor Injuries,,Student,
20180313CASES,,Minor Injuries,,Student,
20180313CASES,,Minor Injuries,,Student,
20180313VAGEA,,,,,
20180316MTBIM,,,,,
20180319VADOP,,Wounded,Female,Parent,
20180320MDGRG,White,Fatal,Male,Student,
20180320MDGRG,White,Wounded,Female,Student,
20180328MSEUE,,,,,
20180329KYJOE,White,,Male,Parent,51.0
20180409NYGLG,,Wounded,Male,Student,
20180412MORAR,,Wounded,Male,Parent,
20180419MIJAJ,,,,,
20180420FLFOO,,Wounded,Male,Student,
20180423GABEA,,,,,
20180503SDENW,,Wounded,Male,Other Staff,19.0
20180503TNWAW,,,,,
20180505MIFOF,,,,,
20180511CAHIP,,Wounded,Male,Student,
20180516ILDID,,Wounded,Male,Student,
20180517MOCEK,,Wounded,,Student,
20180517MOCEK,,Wounded,,Relative,
20180518GAMOA,,Fatal,Female,Relative,40.0
20180518GAMOA,,Wounded,Female,Relative,21.0
20180518GAMOA,,Wounded,Female,Relative,
20180518TXSAS,,Fatal,Female,Teacher,63.0
20180518TXSAS,,Fatal,Female,Student,14.0
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Fatal,Female,Teacher,64.0
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Wounded,,Student,
20180518TXSAS,,Fatal,Male,Student,17.0
20180518TXSAS,,Fatal,Female,Student,16.0
20180518TXSAS,,Fatal,Male,Student,15.0
20180518TXSAS,,Fatal,Male,Student,15.0
20180518TXSAS,,Fatal,Female,Student,15.0
20180518TXSAS,,Fatal,Male,Student,17.0
20180518TXSAS,,Fatal,Male,Student,17.0
20180521GABEG,,Wounded,Female,Parent,
20180525INNON,White,Wounded,Female,Student,
20180525INNON,White,Wounded,Male,Teacher,
20180601TXMCM,,,Unknown,Student,
20180615OHVAB,,,Female,Nonstudent Using Athletic Facilities/Attending Game,
20180617ORGRP,,Fatal,Male,No Relation,
20180621TXSKD,,Wounded,Female,Student,16.0
20180624MTSEM,,Wounded,Male,No Relation,
20180624MTSEM,,Wounded,Male,No Relation,
20180625OHFUS,,Wounded,Male,No Relation,
20180701TNRAM,,Fatal,Male,No Relation,
20180703KSSUO,,Fatal,Male,No Relation,47.0
20180703KSSUO,,Wounded,Male,No Relation,
20180711OHMIM,Black,Fatal,Male,,20.0
20180717WVHUH,,,,,
20180719WAWEY,Hispanic,Fatal,Male,No Relation,18.0
20180804MDEDE,,Fatal,Male,,19.0
20180809NJLAM,Black,Fatal,Male,Parent,37.0
20180811TNANN,,Wounded,Male,Other Staff,42.0
20180817FLPAW,,Wounded,Male,No Relation,39.0
20180817FLPAW,,Wounded,Male,No Relation,29.0
20180823ALALM,,,,,
20180824FLRAJ,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20180824FLRAJ,,Wounded,Male,Student,17.0
20180824FLRAJ,,Wounded,Male,Student,16.0
20180824ILMEC,,Wounded,Male,Gang Member,
20180824ILMEC,,Wounded,Male,Gang Member,
20180824ILMEC,,Wounded,Male,Gang Member,
20180828COCOD,,Wounded,Male,Student,
20180829DETOD,,Fatal,Male,No Relation,39.0
20180830MIOTG,,Wounded,Male,No Relation,17.0
20180830NCVIC,,,Female,Intimate Relationship,
20180831CABAS,,,,,
20180831IANOE,,,Female,Teacher,
20180903NYLUN,Black,Fatal,Male,No Relation,34.0
20180905RIPRP,Black,Fatal,Male,Visiting Student,15.0
20180907IAHED,,,,,
20180909CAGIG,,,,,
20180910ILCHC,,Wounded,Male,Student,16.0
20180910ILCHC,,Wounded,Male,Student,17.0
20180910ILCHC,,Wounded,Male,Student,18.0
20180910TNFAM,,Wounded,Female,Student,15.0
20180911NVCAL,,Fatal,Male,Student,18.0
20180914FLBOB,,,,,
20180914WAMAE,,,,,
20180917ALBLH,,Wounded,Male,Student,7.0
20180920CACHL,,Wounded,,Student,
20180920CACHL,,Wounded,,Other Staff,
20180920CAPOP,,,,,
20180924GAAPB,,,Male,Student,
20180924NCLAC,,,,,
20180924PACEP,,Fatal,Female,Student,17.0
20180926MDMAB,,,,,
20180927TXHEC,,Wounded,Male,Nonstudent,31.0
20180928SDCHC,,,Male,No Relation,20.0
20181002ARCHL,,,,,
20181003AKDEA,,Wounded,Male,Relative,
20181004ORJAP,,,,,
20181005TNHAB,,Wounded,Unknown,Student,
20181005TNHAB,,Wounded,Unknown,Student,
20181005VALAN,,Wounded,,,
20181007VAVAH,,Wounded,Male,Other Staff,
20181012MIBAB,,,,,
20181013TNMCN,,Fatal,Male,,18.0
20181013TNMCN,,Wounded,Male,,
20181020GASHS,Black,Fatal,Male,Police Officer/SRO,
20181022CTDUB,,,,,
20181023NHGOM,,Wounded,Female,Teacher,
20181025MICOD,,,Male,Student,15.0
20181029NCBUM,Black,Fatal,Male,Student,16.0
20181104KYCRL,,Fatal,Male,No Relation,
20181104KYCRL,,Wounded,Male,No Relation,
20181105SCACC,,,Male,Student,13.0
20181108CACLS,,Wounded,Male,No Relation,
20181109GAGAM,,,,,
20181112MDEAE,,,Male,Police Officer/SRO,
20181120VASIP,,Wounded,Female,Parent,
20181121MIPEP,,,,,
20181122TXSKD,Hispanic,Fatal,Male,,17.0
20181122WAMOD,,Wounded,Male,No Relation,21.0
20181124OHAFC,,Wounded,Male,No Relation,20.0
20181124OHAFC,,Wounded,Male,No Relation,
20181128PASTP,,,,,
20181210NYJEJ,,,Male,Student,17.0
20181211KYCAC,,Wounded,Male,No Relation,20.0
20181211KYCAC,,Wounded,Female,No Relation,15.0
